MIN=0	0	0	0	0	
MAX=5000	1	1	310	0,1	
SCALE=1000	0,5	0,5	100	0,05	
DEC=0	3	3	0	4	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Temperatur" T / K	"Frequency" f / Hz	
905,001	0,052	0,1635	221,15	NAN	
910,001	0,052	0,165	221,15	NAN	
915,001	0,051	0,165	222,15	NAN	
920,001	0,05	0,1625	223,15	NAN	
925,001	0,05	0,164	223,15	NAN	
930,005	0,0505	0,163	222,65	NAN	
935,001	0,0485	0,1645	224,65	NAN	
940,001	0,0505	0,164	222,65	NAN	
945,001	0,05	0,1645	223,15	NAN	
950,001	0,0485	0,1635	224,65	NAN	
955,001	0,0485	0,1645	224,65	NAN	
960,001	0,0485	0,1665	224,65	NAN	
965,001	0,0475	0,164	225,65	NAN	
970,001	0,047	0,164	226,15	NAN	
975,001	0,047	0,1645	226,15	NAN	
980,001	0,047	0,165	226,15	NAN	
985,001	0,0455	0,1655	227,65	NAN	
990,003	0,0475	0,167	225,65	NAN	
995,01	0,046	0,164	227,15	NAN	
1000,001	0,0465	0,167	226,65	NAN	
1005,001	0,0465	0,167	226,65	NAN	
1010,001	0,0445	0,1655	228,65	NAN	
1015,001	0,046	0,1655	227,15	NAN	
1020,001	0,045	0,1655	228,15	NAN	
1025,001	0,0445	0,1645	228,65	NAN	
1030,001	0,0435	0,165	229,65	NAN	
1035,001	0,044	0,166	229,15	NAN	
1040,001	0,045	0,1665	228,15	NAN	
1045,001	0,044	0,1665	229,15	NAN	
1050,001	0,043	0,1655	230,15	NAN	
1055,009	0,0435	0,1675	229,65	NAN	
1060,001	0,044	0,166	229,15	NAN	
1065,001	0,0415	0,165	231,65	NAN	
1070,001	0,042	0,166	231,15	NAN	
1075,001	0,041	0,167	232,15	NAN	
1080,001	0,0425	0,167	230,65	NAN	
1085,001	0,042	0,1675	231,15	NAN	
1090,001	0,0425	0,1675	230,65	NAN	
1095,001	0,042	0,166	231,15	NAN	
1100,001	0,041	0,167	232,15	NAN	
1105,001	0,0415	0,168	231,65	NAN	
1110,002	0,042	0,168	231,15	NAN	
1115,009	0,0405	0,1675	232,65	NAN	
1120,001	0,041	0,167	232,15	NAN	
1125,001	0,0395	0,167	233,65	NAN	
1130,001	0,04	0,167	233,15	NAN	
1135,001	0,04	0,168	233,15	NAN	
1140,001	0,04	0,1675	233,15	NAN	
1145,001	0,0405	0,168	232,65	NAN	
1150,001	0,04	0,1675	233,15	NAN	
1155,001	0,0395	0,1685	233,65	NAN	
1160,001	0,04	0,1685	233,15	NAN	
1165,001	0,0405	0,169	232,65	NAN	
1170,001	0,039	0,169	234,15	NAN	
1175,005	0,0385	0,1665	234,65	NAN	
1180,001	0,038	0,167	235,15	NAN	
1185,001	0,0375	0,168	235,65	NAN	
1190,001	0,038	0,169	235,15	NAN	
1195,001	0,0385	0,1695	234,65	NAN	
1200,001	0,039	0,1695	234,15	NAN	
1205,001	0,0385	0,169	234,65	NAN	
1210,001	0,0375	0,168	235,65	NAN	
1215,001	0,037	0,1695	236,15	NAN	
1220,001	0,0375	0,1695	235,65	NAN	
1225,001	0,037	0,1695	236,15	NAN	
1230,001	0,038	0,171	235,15	NAN	
1235,003	0,037	0,169	236,15	NAN	
1240,001	0,037	0,1695	236,15	NAN	
1245,001	0,0365	0,169	236,65	NAN	
1250,001	0,0355	0,169	237,65	NAN	
1255,001	0,036	0,1685	237,15	NAN	
1260,001	0,036	0,1675	237,15	NAN	
1265,001	0,0365	0,1695	236,65	NAN	
1270,001	0,0355	0,1695	237,65	NAN	
1275,001	0,0355	0,17	237,65	NAN	
1280,001	0,0355	0,17	237,65	NAN	
1285,001	0,0355	0,1695	237,65	NAN	
